date,LBTYA,isPartial
2016-06-20,0,False
2016-06-21,92,False
2016-06-22,31,False
2016-06-23,0,False
2016-06-24,33,False
2016-06-25,0,False
2016-06-26,0,False
2016-06-27,92,False
2016-06-28,31,False
2016-06-29,0,False
2016-06-30,32,False
2016-07-01,33,False
2016-07-02,0,False
2016-07-03,0,False
2016-07-04,0,False
2016-07-05,66,False
2016-07-06,0,False
2016-07-07,34,False
2016-07-08,0,False
2016-07-09,0,False
2016-07-10,0,False
2016-07-11,0,False
2016-07-12,0,False
2016-07-13,99,False
2016-07-14,63,False
2016-07-15,0,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,0,False
2016-07-19,33,False
2016-07-20,67,False
2016-07-21,66,False
2016-07-22,34,False
2016-07-23,0,False
2016-07-24,0,False
2016-07-25,65,False
2016-07-26,32,False
2016-07-27,0,False
2016-07-28,33,False
2016-07-29,34,False
2016-07-30,0,False
2016-07-31,0,False
2016-08-01,32,False
2016-08-02,0,False
2016-08-03,0,False
2016-08-04,100,False
2016-08-05,71,False
2016-08-06,0,False
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,0,False
2016-08-10,0,False
2016-08-11,0,False
2016-08-12,0,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,36,False
2016-08-16,0,False
2016-08-17,35,False
2016-08-18,0,False
2016-08-19,0,False
2016-08-20,0,False
2016-08-21,80,False
2016-08-22,0,False
2016-08-23,0,False
2016-08-24,0,False
2016-08-25,99,False
2016-08-26,0,False
2016-08-27,0,False
2016-08-28,0,False
2016-08-29,0,False
2016-08-30,0,False
2016-08-31,32,False
2016-09-01,0,False
2016-09-02,0,False
2016-09-03,0,False
2016-09-04,37,False
2016-09-05,0,False
2016-09-06,0,False
2016-09-07,32,False
2016-09-08,32,False
2016-09-09,33,False
2016-09-10,0,False
2016-09-11,0,False
